# version: 4.2.21
# date: 2023/10/12
# data: E:\LipidSearch\data\Akeem\AD gang_lipidomics\FAD9_gangliosides.raw
# filter: TopRankFilter(Peak) TopRankFilter(Lipid) Class(CL,DLCL,MLCL,LPA,PA,LPC,PC,LPE,PE,LPG,PG,LPI,PI,LPS,PS,PIP,PIP2,PIP3,Cer,CerP,CerPE,Hex1SPH,Hex1Cer,Hex2Cer,Hex3Cer,CerG2GNAc1,CerG3GNAc1,CerG3GNAc2,GM3,GM2,GM1,GD1a,GD1b,GD2,GD3,GT1a,GT1b,GT1c,GT2,GT3,GQ1c,GQ1b,LSM,phSM,SM,SPH,SPHP,ST,AcHexSiE,AcHexStE,AcHexZyE,AcHexCmE,AcHexChE,ChE,D7ChE,CmE,DG,D5DG,MG,SiE,StE,TG,D5TG,ZyE,AcCa,AEA,Co,cPA,FA,LPEt,LPMe,OAHFA,PAF,PEt,PMe,SL,WE)

DataId	LipidIon	Class	FattyAcid	Ion	Formula	ObsMz	Rt	It.	It.(S)	It.(N)	Pol.	z	Scan	ObsMass	CalcMz	Delta(Da)	Delta(PPM)	t-Score	TopRT	Area	AreaScore	PeakQuality	SN	QMethod	Height	Hwhm(L)	Hwhm(R)	QuantInfo	
2569	FA(14:0)-H	FA	(14:0)	M-H	O2 H27 C14	227.20125363987432	11.963663	133140.453125	355613.492188	355613.492188	N	1	MS1	227.20070510987432	227.20165353000002	-3.998901256920817E-4	-1.76007431622492	9.940702436429339	11.655	3.225E05	1.0	0.74	0.650	SI	1.435E05	0.0	0.0	11.655_143508.597_11.649_12.638_322528.864_0.74_0.65_11.705_83154.613_12.551_83154.613	
2574	FA(14:0)-H	FA	(14:0)	M-H	O2 H27 C14	227.20125441924412	7.637178	136568.8125	1347289.4531280003	1347289.4531280003	N	1	MS1	227.20070588924412	227.20165353000002	-3.991107558931617E-4	-1.7566439960257885	5.614217436429339	7.63	1.040E06	1.0	0.57	0.370	SI	1.386E05	0.0	0.0	7.630_138564.952_7.506_8.498_1040254.606_0.57_0.37_7.544_100971.052_8.467_100971.052	
2575	FA(14:0)-H	FA	(14:0)	M-H	O2 H27 C14	227.20125714819534	8.385344	105365.296875	366998.687501	366998.687501	N	1	MS1	227.20070861819534	227.20165353000002	-3.963818046770484E-4	-1.7446327834441633	6.362383436429338	8.819	1.796E05	1.0	0.52	0.790	SI	1.289E05	0.0	0.0	8.819_128914.370_8.336_9.322_179556.254_0.52_0.79_8.336_71872.019_9.253_71872.019	
2538	FA(14:0)-H	FA	(14:0)	M-H	O2 H27 C14	227.20125834144807	14.469423	115935.28125	188075.71875	188075.71875	N	1	MS1	227.20070981144806	227.20165353000002	-3.951885519484222E-4	-1.739380798045859	12.44646243642934	14.544	9.796E05	1.0	0.37	1.390	SI	1.335E05	0.0	0.0	14.544_133485.576_13.974_14.962_979616.809_0.37_1.39_14.012_55842.494_14.956_55842.494	
2557	FA(14:0)-H	FA	(14:0)	M-H	O2 H27 C14	227.20126309953545	7.486224	139904.0	1464154.828127	1464154.828127	N	1	MS1	227.20071456953545	227.20165353000002	-3.9043046456299635E-4	-1.7184385414575971	5.463263436429338	7.481	7.558E04	1.0	0.5	0.340	SI	1.402E05	0.0	0.0	6.526_251127.391_6.526_7.444_1641939.001_0.68_0.29_7.060_120539.497_7.444_120539.497;7.481_140200.560_7.444_7.723_75584.699_0.50_0.34_7.444_104663.649_7.711_104663.649	
2553	FA(14:0)-H	FA	(14:0)	M-H	O2 H27 C14	227.20126403520868	10.261612	118814.882813	502068.179689	502068.179689	N	1	MS1	227.20071550520868	227.20165353000002	-3.894947913352098E-4	-1.714320267298104	8.238651436429338	10.475	-2.652E04	1.0	0.8	0.700	SI	1.297E05	0.0	0.0	10.475_129694.591_10.049_11.037_-26519.981_0.80_0.70_10.086_76125.992_11.000_76125.992	
2570	FA(14:0)-H	FA	(14:0)	M-H	O2 H27 C14	227.20126499999998	14.863402	101891.609375	101891.609375	101891.609375	N	1	MS1	227.20071646999997	227.20165353000002	-3.885300000376901E-4	-1.7100738328393097	12.840441436429339	15.098	8.540E05	1.0	0.74	1.140	SI	1.447E05	0.0	0.0	15.098_144681.625_14.506_15.496_854034.005_0.74_1.14_14.506_67635.673_15.469_67635.673	
2580	WE(2:0_12:0)-H	WE	(2:0_12:0)	M-H	H27 C14 O2	227.20128001453438	0.139902	377206.03125	1087585.9375	1087585.9375	N	1	MS1	227.20073148453437	227.20165352999996	-3.73515465582841E-4	-1.643988833760715	1.8662773424028918	0.189	3.845E05	1.0	0.84	0.270	SI	3.861E05	0.0	0.0	0.057_365684.644_0.004_0.106_188042.208_0.52_0.19_0.004_307131.020_0.106_307131.020;0.189_386141.852_0.106_0.291_384528.821_0.84_0.27_0.106_304332.431_0.291_304332.431;0.349_400081.462_0.291_0.431_326442.055_0.78_0.31_0.291_304332.431_0.431_304332.431;0.496_382193.473_0.431_0.525_175406.162_0.50_0.13_0.431_337377.311_0.517_337377.311	
2572	WE(2:0_12:0)-H	WE	(2:0_12:0)	M-H	H27 C14 O2	227.20128799999998	0.392272	318127.5625	318127.5625	318127.5625	N	1	MS1	227.20073946999997	227.20165352999996	-3.655299999820727E-4	-1.608841594594977	1.6139073424028918	0.349	3.264E05	1.0	0.78	0.310	SI	4.001E05	0.0	0.0	0.057_365684.644_0.004_0.106_188042.208_0.52_0.19_0.004_307131.020_0.106_307131.020;0.189_386141.852_0.106_0.291_384528.821_0.84_0.27_0.106_304332.431_0.291_304332.431;0.349_400081.462_0.291_0.431_326442.055_0.78_0.31_0.291_304332.431_0.431_304332.431;0.496_382193.473_0.431_0.525_175406.162_0.50_0.13_0.431_337377.311_0.517_337377.311	
2585	FA(14:0)-H	FA	(14:0)	M-H	O2 H27 C14	227.201316	22.288247	105914.078125	105914.078125	105914.078125	N	1	MS1	227.20076747	227.20165353000002	-3.375300000243442E-4	-1.4856023761843686	20.26528643642934	22.348	8.512E05	1.0	0.42	0.910	SI	1.260E05	0.0	0.0	22.348_125972.715_22.273_22.777_851244.436_0.42_0.91_22.273_65986.242_22.702_65986.242;21.850_126951.284_21.789_21.952_172246.167_0.36_1.12_21.816_59978.273_21.952_59978.273;22.136_104128.063_21.952_22.273_236715.171_0.50_0.61_21.952_64616.573_22.273_64616.573	
2588	FA(14:0)-H	FA	(14:0)	M-H	O2 H27 C14	227.2013214426018	6.955834	156765.25	581712.1875	581712.1875	N	1	MS1	227.2007729126018	227.20165353000002	-3.3208739822043754E-4	-1.461647308515904	4.93287343642934	6.526	1.642E06	1.0	0.68	0.290	SI	2.511E05	0.0	0.0	6.526_251127.391_6.526_7.444_1641939.001_0.68_0.29_7.060_120539.497_7.444_120539.497;7.481_140200.560_7.444_7.723_75584.699_0.50_0.34_7.444_104663.649_7.711_104663.649	
2589	FA(14:0)-H	FA	(14:0)	M-H	O2 H27 C14	227.201341	21.586268	122520.140625	122520.140625	122520.140625	N	1	MS1	227.20079247	227.20165353000002	-3.12530000002198E-4	-1.3755673851510224	19.56330743642934	21.705	3.897E05	1.0	0.47	1.450	SI	1.337E05	0.0	0.0	21.705_133663.815_21.091_22.077_389701.434_0.47_1.45_21.153_54626.940_21.960_54626.940	
2591	FA(14:0)-H	FA	(14:0)	M-H	O2 H27 C14	227.2014218553415	22.027152	91764.992188	390264.743902	390264.743902	N	1	MS1	227.2008733253415	227.20165353000002	-2.3167465852225178E-4	-1.019690880283299	20.00419143642934	22.136	2.367E05	1.0	0.5	0.610	SI	1.041E05	0.0	0.0	22.348_125972.715_22.273_22.777_851244.436_0.42_0.91_22.273_65986.242_22.702_65986.242;21.850_126951.284_21.789_21.952_172246.167_0.36_1.12_21.816_59978.273_21.952_59978.273;22.136_104128.063_21.952_22.273_236715.171_0.50_0.61_21.952_64616.573_22.273_64616.573	
